#  E (eV)   dos(E)     Int dos(E) EFermi =    0.721 eV
 -18.735  0.1384E+00  0.2445E-03
 -18.725  0.3624E+00  0.2998E-02
 -18.715  0.2788E+00  0.6218E-02
 -18.705  0.2949E+00  0.9087E-02
 -18.695  0.3106E+00  0.1211E-01
 -18.685  0.3258E+00  0.1530E-01
 -18.675  0.3057E+00  0.1848E-01
 -18.665  0.2931E+00  0.2147E-01
 -18.655  0.2979E+00  0.2442E-01
 -18.645  0.3032E+00  0.2742E-01
 -18.635  0.3084E+00  0.3048E-01
 -18.625  0.3136E+00  0.3359E-01
 -18.615  0.3188E+00  0.3675E-01
 -18.605  0.3038E+00  0.3987E-01
 -18.595  0.3018E+00  0.4289E-01
 -18.585  0.3009E+00  0.4591E-01
 -18.575  0.3009E+00  0.4891E-01
 -18.565  0.3029E+00  0.5193E-01
 -18.555  0.3056E+00  0.5497E-01
 -18.545  0.3082E+00  0.5804E-01
 -18.535  0.3108E+00  0.6114E-01
 -18.525  0.3134E+00  0.6426E-01
 -18.515  0.3118E+00  0.6740E-01
 -18.505  0.3048E+00  0.7048E-01
 -18.495  0.3024E+00  0.7351E-01
 -18.485  0.3027E+00  0.7653E-01
 -18.475  0.3032E+00  0.7956E-01
 -18.465  0.3037E+00  0.8260E-01
 -18.455  0.3045E+00  0.8564E-01
 -18.445  0.3053E+00  0.8869E-01
 -18.435  0.3069E+00  0.9175E-01
 -18.425  0.3085E+00  0.9482E-01
 -18.415  0.3101E+00  0.9792E-01
 -18.405  0.3116E+00  0.1010E+00
 -18.395  0.3132E+00  0.1041E+00
 -18.385  0.3070E+00  0.1072E+00
 -18.375  0.3055E+00  0.1103E+00
 -18.365  0.3044E+00  0.1134E+00
 -18.355  0.3036E+00  0.1164E+00
 -18.345  0.3039E+00  0.1194E+00
 -18.335  0.3045E+00  0.1225E+00
 -18.325  0.3052E+00  0.1255E+00
 -18.315  0.3058E+00  0.1286E+00
 -18.305  0.3065E+00  0.1316E+00
 -18.295  0.3073E+00  0.1347E+00
 -18.285  0.3080E+00  0.1378E+00
 -18.275  0.3089E+00  0.1409E+00
 -18.265  0.3100E+00  0.1440E+00
 -18.255  0.3111E+00  0.1471E+00
 -18.245  0.3122E+00  0.1502E+00
 -18.235  0.3083E+00  0.1533E+00
 -18.225  0.3060E+00  0.1564E+00
 -18.215  0.3057E+00  0.1594E+00
 -18.205  0.3055E+00  0.1625E+00
 -18.195  0.3054E+00  0.1655E+00
 -18.185  0.3054E+00  0.1686E+00
 -18.175  0.3054E+00  0.1716E+00
 -18.165  0.3057E+00  0.1747E+00
 -18.155  0.3063E+00  0.1778E+00
 -18.145  0.3068E+00  0.1808E+00
 -18.135  0.3074E+00  0.1839E+00
 -18.125  0.3080E+00  0.1870E+00
 -18.115  0.3086E+00  0.1900E+00
 -18.105  0.3092E+00  0.1931E+00
 -18.095  0.3098E+00  0.1962E+00
 -18.085  0.3105E+00  0.1993E+00
 -18.075  0.3111E+00  0.2024E+00
 -18.065  0.3120E+00  0.2056E+00
 -18.055  0.3083E+00  0.2086E+00
 -18.045  0.3074E+00  0.2117E+00
 -18.035  0.3068E+00  0.2148E+00
 -18.025  0.3062E+00  0.2179E+00
 -18.015  0.3063E+00  0.2209E+00
 -18.005  0.3064E+00  0.2240E+00
 -17.995  0.3066E+00  0.2271E+00
 -17.985  0.3067E+00  0.2301E+00
 -17.975  0.3069E+00  0.2332E+00
 -17.965  0.3071E+00  0.2363E+00
 -17.955  0.3074E+00  0.2393E+00
 -17.945  0.3077E+00  0.2424E+00
 -17.935  0.3082E+00  0.2455E+00
 -17.925  0.3087E+00  0.2486E+00
 -17.915  0.3092E+00  0.2517E+00
 -17.905  0.3097E+00  0.2548E+00
 -17.895  0.3102E+00  0.2579E+00
 -17.885  0.3107E+00  0.2610E+00
 -17.875  0.3112E+00  0.2641E+00
