06 -23.92533211
07 -23.93045935
08 -23.92946346
09 -23.92825799
10 -23.92984354
11 -23.92955254
12 -23.92897643
13 -23.92966473
14 -23.92954985
15 -23.92924082
16 -23.92959662
17 -23.92954416
18 -23.92935951
